no,name,심평원 평가,학회 인증,address,phone,region,type,dialysis_machines,has_dialysis_unit,night_dialysis,dialysis_days,naver_map_url,kakao_map_url,lat,lng,coord_source,updated_at,hira_grade,ksn_certified,ksn_cert_date,specialist_count,specialists,nephrology_doctor,is_dialysis_specialist
836,의료법인태안의료재단현대요양병원,O,#N/A (),"충청남도 태안군 태안읍 환동로 31, (태안읍)",041-672-2900,충남,병원/의원,27,1,0,,https://map.naver.com/v5/search/%EC%9D%98%EB%A3%8C%EB%B2%95%EC%9D%B8%ED%83%9C%EC%95%88%EC%9D%98%EB%A3%8C%EC%9E%AC%EB%8B%A8%ED%98%84%EB%8C%80%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%9D%98%EB%A3%8C%EB%B2%95%EC%9D%B8%ED%83%9C%EC%95%88%EC%9D%98%EB%A3%8C%EC%9E%AC%EB%8B%A8%ED%98%84%EB%8C%80%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90,36.7501983,126.2924392,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,,0,,,0
837,의료법인행림의료재단 새미소요양병원,O,#N/A (),"전라남도 구례군 구례읍 구례로 28, (구례읍)",061-783-1200,전남,병원/의원,12,1,0,,https://map.naver.com/v5/search/%EC%9D%98%EB%A3%8C%EB%B2%95%EC%9D%B8%ED%96%89%EB%A6%BC%EC%9D%98%EB%A3%8C%EC%9E%AC%EB%8B%A8%20%EC%83%88%EB%AF%B8%EC%86%8C%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%9D%98%EB%A3%8C%EB%B2%95%EC%9D%B8%ED%96%89%EB%A6%BC%EC%9D%98%EB%A3%8C%EC%9E%AC%EB%8B%A8%20%EC%83%88%EB%AF%B8%EC%86%8C%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90,35.1666792,127.4551726,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,,0,,,0
838,의료법인환명의료재단 조은금강병원,O,#N/A (),"경상남도 김해시 김해대로 1814-37, (삼계동)",055-330-0300,경남,병원/의원,35,1,0,,https://map.naver.com/v5/search/%EC%9D%98%EB%A3%8C%EB%B2%95%EC%9D%B8%ED%99%98%EB%AA%85%EC%9D%98%EB%A3%8C%EC%9E%AC%EB%8B%A8%20%EC%A1%B0%EC%9D%80%EA%B8%88%EA%B0%95%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%9D%98%EB%A3%8C%EB%B2%95%EC%9D%B8%ED%99%98%EB%AA%85%EC%9D%98%EB%A3%8C%EC%9E%AC%EB%8B%A8%20%EC%A1%B0%EC%9D%80%EA%B8%88%EA%B0%95%EB%B3%91%EC%9B%90,35.2623213,128.8615328,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,,0,,,0
839,이기태내과의원,O,#N/A (),"대구광역시 달서구 달구벌대로 1762, 201호 (두류동)",053-654-9400,대구,병원/의원,42,1,0,,https://map.naver.com/v5/search/%EC%9D%B4%EA%B8%B0%ED%83%9C%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%9D%B4%EA%B8%B0%ED%83%9C%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,35.8573412,128.558434,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,,0,,,0
840,이동규내과의원,O,#N/A (),"경기도 구리시 경춘로 253, 503, 504,604호 (인창동, 다우스퀘어)",031-555-7582,경기,병원/의원,31,1,0,,https://map.naver.com/v5/search/%EC%9D%B4%EB%8F%99%EA%B7%9C%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%9D%B4%EB%8F%99%EA%B7%9C%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.6022305,127.1430315,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,2026-01-31,1,이동규,이동규,1
841,이정호내과의원,O,#N/A (),"경상북도 경주시 용담로 92, 2층 (황성동)",054-775-6004,경북,병원/의원,29,1,0,,https://map.naver.com/v5/search/%EC%9D%B4%EC%A0%95%ED%98%B8%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%9D%B4%EC%A0%95%ED%98%B8%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.4244155,126.6825195,Naver Map Search,2026-05-27 17:18:10,4등급,인증,2026-01-27,1,이재성,이재성,1
842,임요양병원,O,#N/A (),"울산광역시 남구 삼산로 11, (신정동)",052-273-7114,울산,병원/의원,37,1,0,,https://map.naver.com/v5/search/%EC%9E%84%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%9E%84%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90,35.5329411,129.3091629,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,2025-11-12,1,임대건,임대건,1
843,임정현내과의원,O,#N/A (),"울산광역시 남구 삼산로 17, 애플빌딩 2층 (신정동)",052-271-3288,울산,병원/의원,30,1,0,,https://map.naver.com/v5/search/%EC%9E%84%EC%A0%95%ED%98%84%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%9E%84%EC%A0%95%ED%98%84%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,35.5331537,129.3097636,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,2026-01-27,1,임정현,임정현,1
844,장흥우리병원,O,#N/A (),"전라남도 장흥군 장흥읍 흥성로 83, (장흥읍)",061-862-6262,전남,병원/의원,18,1,0,,https://map.naver.com/v5/search/%EC%9E%A5%ED%9D%A5%EC%9A%B0%EB%A6%AC%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%9E%A5%ED%9D%A5%EC%9A%B0%EB%A6%AC%EB%B3%91%EC%9B%90,34.6783837,126.9110664,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,,0,,,0
845,정든내과의원,O,X,"경기도 성남시 중원구 산성대로 360, 5.6층 (중앙동)",031-735-1800,경기,병원/의원,20,1,0,,https://map.naver.com/v5/search/%EC%A0%95%EB%93%A0%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%A0%95%EB%93%A0%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.4442781,127.1564041,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,2026-02-27,1,이숭구,이숭구,1
846,정선군립병원,O,#N/A (),"강원특별자치도 정선군 사북읍 지장천로 727-0, 정선군립병원",033-592-3121,강원,병원/의원,10,1,0,,https://map.naver.com/v5/search/%EC%A0%95%EC%84%A0%EA%B5%B0%EB%A6%BD%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%A0%95%EC%84%A0%EA%B5%B0%EB%A6%BD%EB%B3%91%EC%9B%90,37.2257003,128.8261822,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,,0,,,0
847,정읍사랑병원,O,#N/A (),"전북특별자치도 정읍시 상동중앙로 94,  (상동)",063-530-3100,전북,병원/의원,19,1,0,,https://map.naver.com/v5/search/%EC%A0%95%EC%9D%8D%EC%82%AC%EB%9E%91%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%A0%95%EC%9D%8D%EC%82%AC%EB%9E%91%EB%B3%91%EC%9B%90,35.5645783,126.8715267,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,,0,,,0
848,주안연세의원,O,#N/A (),"인천광역시 미추홀구 석정로423번길 3, 라이온스빌딩 2층일부,3층 (주안동)",032-874-0874,인천,병원/의원,30,1,0,,https://map.naver.com/v5/search/%EC%A3%BC%EC%95%88%EC%97%B0%EC%84%B8%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%A3%BC%EC%95%88%EC%97%B0%EC%84%B8%EC%9D%98%EC%9B%90,37.4668359,126.6825585,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,,0,,,0
849,중앙병원,O,#N/A (),"광주광역시 서구 상무대로 1084, 4-7층 (화정동)",062-456-6600,광주,병원/의원,21,1,0,,https://map.naver.com/v5/search/%EC%A4%91%EC%95%99%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%A4%91%EC%95%99%EB%B3%91%EC%9B%90,35.1523695,126.880533,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,2026-04-14,2,"백은지,권중헌","백은지,권중헌",1
850,참내과의원,O,#N/A (),"경기도 남양주시 화도읍 경춘로 1969-8, 3층, 4층 (송림빌딩)",031-591-0875,경기,병원/의원,61,1,0,,https://map.naver.com/v5/search/%EC%B0%B8%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%B0%B8%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.4919038,127.1262653,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,2026-03-31,2,"고영선,김호중","고영선,김호중",1
851,참조은병원,O,#N/A (),"경기도 광주시 광주대로 45, (경안동)",1600-9955,경기,병원/의원,38,1,0,,https://map.naver.com/v5/search/%EC%B0%B8%EC%A1%B0%EC%9D%80%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%B0%B8%EC%A1%B0%EC%9D%80%EB%B3%91%EC%9B%90,37.4109626,127.260254,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,,0,,,0
852,참편한365내과의원,O,#N/A (),"충청북도 진천군 진천읍 중앙동로 65, 3층,4층",043-533-3650,충북,병원/의원,21,1,0,,https://map.naver.com/v5/search/%EC%B0%B8%ED%8E%B8%ED%95%9C365%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%B0%B8%ED%8E%B8%ED%95%9C365%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,36.8557803,127.4447264,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,,0,,,0
853,천안우리병원,O,X,"충청남도 천안시 동남구 남부대로 350, (청당동)",041-590-9000,충남,병원/의원,27,1,0,,https://map.naver.com/v5/search/%EC%B2%9C%EC%95%88%EC%9A%B0%EB%A6%AC%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%B2%9C%EC%95%88%EC%9A%B0%EB%A6%AC%EB%B3%91%EC%9B%90,36.7810029,127.1557347,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,2026-03-16,1,김현범,김현범,1
854,청주성모병원,O,X,"충청북도 청주시 청원구 주성로 173-19, 청주성모병원",043-219-8000,충북,병원/의원,46,1,0,,https://map.naver.com/v5/search/%EC%B2%AD%EC%A3%BC%EC%84%B1%EB%AA%A8%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%B2%AD%EC%A3%BC%EC%84%B1%EB%AA%A8%EB%B3%91%EC%9B%90,36.6737973,127.4856545,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,2026-03-23,3,"황대연,김재호,유혜영","황대연,김재호,유혜영",1
855,최내과의원,O,#N/A (),"인천광역시 남동구 호구포로 885, (간석동)",032-423-2313,인천,병원/의원,85,1,0,,https://map.naver.com/v5/search/%EC%B5%9C%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%B5%9C%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.4854618,127.0372443,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,,0,,,0
856,최내과의원,O,#N/A (),"경기도 시흥시 복지로 96, A&C빌딩 3층 801~802호 (대야동)",031-315-0875,경기,병원/의원,85,1,0,,https://map.naver.com/v5/search/%EC%B5%9C%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EC%B5%9C%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.4854618,127.0372443,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,,0,,,0
857,추병원,O,X,"경기도 의정부시 평화로 650, (의정부동)",031-845-7777,경기,병원/의원,22,1,0,,https://map.naver.com/v5/search/%EC%B6%94%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EC%B6%94%EB%B3%91%EC%9B%90,37.7497898,127.0450722,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,2026-02-25,1,부창수,"부창수,추현광",1
858,탑내과가정의학과의원,O,#N/A (),"전라남도 여수시 신월로 804, 2층 (서교동, 교보생명빌딩)",061-643-8275,전남,병원/의원,25,1,0,,https://map.naver.com/v5/search/%ED%83%91%EB%82%B4%EA%B3%BC%EA%B0%80%EC%A0%95%EC%9D%98%ED%95%99%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%ED%83%91%EB%82%B4%EA%B3%BC%EA%B0%80%EC%A0%95%EC%9D%98%ED%95%99%EA%B3%BC%EC%9D%98%EC%9B%90,34.7395848,127.7270096,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,,0,,,0
859,태영21내과의원,O,#N/A (),"광주광역시 서구 무진대로 965, 7~9층 (광천동)",062-362-0075,광주,병원/의원,18,1,0,,https://map.naver.com/v5/search/%ED%83%9C%EC%98%8121%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%ED%83%9C%EC%98%8121%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,35.1615353,126.8860533,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,,0,,,0
860,태황의료재단한성병원,O,#N/A (),"경상남도 창녕군 창녕읍 교리1길 2, (창녕읍)",055-530-5000,경남,병원/의원,19,1,0,,https://map.naver.com/v5/search/%ED%83%9C%ED%99%A9%EC%9D%98%EB%A3%8C%EC%9E%AC%EB%8B%A8%ED%95%9C%EC%84%B1%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%ED%83%9C%ED%99%A9%EC%9D%98%EB%A3%8C%EC%9E%AC%EB%8B%A8%ED%95%9C%EC%84%B1%EB%B3%91%EC%9B%90,35.5421487,128.493308,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,,0,,,0
861,튼튼요양병원,O,#N/A (),"대전광역시 중구 목중로 9, 대전튼튼요양병원",042-259-9988,대전,병원/의원,56,1,0,,https://map.naver.com/v5/search/%ED%8A%BC%ED%8A%BC%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%ED%8A%BC%ED%8A%BC%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90,36.3347942,127.4118034,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,,0,,,0
862,퍼스트내과의원,O,#N/A (),"경기도 김포시 김포한강4로 525, 4층 (구래동)",031-981-6051,경기,병원/의원,28,1,0,,https://map.naver.com/v5/search/%ED%8D%BC%EC%8A%A4%ED%8A%B8%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%ED%8D%BC%EC%8A%A4%ED%8A%B8%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.6457124,126.6254219,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,2026-01-21,1,최병호,최병호,1
863,푸른내과의원,O,#N/A (),"경상남도 진주시 남강로 684, 3,4,5층 (동성동)",748-7501,경남,병원/의원,46,1,0,,https://map.naver.com/v5/search/%ED%91%B8%EB%A5%B8%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%ED%91%B8%EB%A5%B8%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.4887143,127.0298492,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,2026-03-11,1,양중일,양중일,1
864,풍성내과의원,O,X,"서울특별시 송파구 올림픽로45길 19, 풍성빌딩 2층,3층 (풍납동)",02-488-1004,서울,병원/의원,56,1,0,,https://map.naver.com/v5/search/%ED%92%8D%EC%84%B1%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%ED%92%8D%EC%84%B1%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.5271074,127.1158771,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,2026-02-21,1,장상필,장상필,1
865,학교법인 건양교육재단 건양대학교부여병원,O,#N/A (),"충청남도 부여군 부여읍 계백로 200, (부여읍)",041-837-1200,충남,병원/의원,18,1,0,,https://map.naver.com/v5/search/%ED%95%99%EA%B5%90%EB%B2%95%EC%9D%B8%20%EA%B1%B4%EC%96%91%EA%B5%90%EC%9C%A1%EC%9E%AC%EB%8B%A8%20%EA%B1%B4%EC%96%91%EB%8C%80%ED%95%99%EA%B5%90%EB%B6%80%EC%97%AC%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%ED%95%99%EA%B5%90%EB%B2%95%EC%9D%B8%20%EA%B1%B4%EC%96%91%EA%B5%90%EC%9C%A1%EC%9E%AC%EB%8B%A8%20%EA%B1%B4%EC%96%91%EB%8C%80%ED%95%99%EA%B5%90%EB%B6%80%EC%97%AC%EB%B3%91%EC%9B%90,36.2755745,126.9017016,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,,0,,,0
866,한솔요양병원,O,#N/A (),"대구광역시 북구 침산로 167, (침산동)",053-354-5555,대구,병원/의원,11,1,0,,https://map.naver.com/v5/search/%ED%95%9C%EC%86%94%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%ED%95%9C%EC%86%94%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90,35.7919822,127.1178071,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,,0,,,0
867,함께하는내과의원,O,#N/A (),"전북특별자치도 전주시 덕진구 백제대로 659, (금암동)",063-252-0015,전북,병원/의원,68,1,0,,https://map.naver.com/v5/search/%ED%95%A8%EA%BB%98%ED%95%98%EB%8A%94%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%ED%95%A8%EA%BB%98%ED%95%98%EB%8A%94%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,35.8436606,127.1412745,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,2026-03-04,2,"문치영,박성광","문치영,박성광",1
868,홍천아산병원,O,#N/A (),"강원특별자치도 홍천군 홍천읍 산림공원1길 17, 17",033-430-5151,강원,병원/의원,13,1,0,,https://map.naver.com/v5/search/%ED%99%8D%EC%B2%9C%EC%95%84%EC%82%B0%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%ED%99%8D%EC%B2%9C%EC%95%84%EC%82%B0%EB%B3%91%EC%9B%90,37.6908303,127.8948538,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,,0,,,0
869,화목한내과의원,O,#N/A (),"울산광역시 동구 방어진순환도로 1141, 2층 (서부동)",052-244-1004,울산,병원/의원,30,1,0,,https://map.naver.com/v5/search/%ED%99%94%EB%AA%A9%ED%95%9C%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%ED%99%94%EB%AA%A9%ED%95%9C%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,35.5393142,129.4242238,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,2026-01-27,1,한민지,한민지,1
870,화창한병원,O,#N/A (),"부산광역시 금정구 중앙대로1685번길 12, 지하2~6층 (부곡동)",051-514-9119,부산,병원/의원,26,1,0,,https://map.naver.com/v5/search/%ED%99%94%EC%B0%BD%ED%95%9C%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%ED%99%94%EC%B0%BD%ED%95%9C%EB%B3%91%EC%9B%90,35.235235,129.0910469,Naver Map Search,2026-05-27 17:18:10,4등급,미인증,2026-02-27,1,정혜윤,정혜윤,1
871,(사)대한신장복지회 대신의원,O,#N/A (),"충청북도 청주시 청원구 충청대로 93, 1층, 2층 (율량동)",043-224-0825,충북,병원/의원,42,1,0,,https://map.naver.com/v5/search/%28%EC%82%AC%29%EB%8C%80%ED%95%9C%EC%8B%A0%EC%9E%A5%EB%B3%B5%EC%A7%80%ED%9A%8C%20%EB%8C%80%EC%8B%A0%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%28%EC%82%AC%29%EB%8C%80%ED%95%9C%EC%8B%A0%EC%9E%A5%EB%B3%B5%EC%A7%80%ED%9A%8C%20%EB%8C%80%EC%8B%A0%EC%9D%98%EC%9B%90,36.6648232,127.4928855,Naver Map Search,2026-05-27 17:18:10,5등급,미인증,,0,,,0
872,거창적십자병원,O,#N/A (),"경상남도 거창군 거창읍 중앙로 91, (거창읍)",055-944-3251,경남,병원/의원,1,1,0,,https://map.naver.com/v5/search/%EA%B1%B0%EC%B0%BD%EC%A0%81%EC%8B%AD%EC%9E%90%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EA%B1%B0%EC%B0%BD%EC%A0%81%EC%8B%AD%EC%9E%90%EB%B3%91%EC%9B%90,35.6867599,127.9087378,Naver Map Search,2026-05-27 17:18:10,5등급,미인증,,0,,,0
873,고려대련요양병원,O,#N/A (),"경상북도 포항시 북구 흥해읍 새마을로 318-12, (흥해읍)",054-241-1011,경북,병원/의원,25,1,0,,https://map.naver.com/v5/search/%EA%B3%A0%EB%A0%A4%EB%8C%80%EB%A0%A8%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EA%B3%A0%EB%A0%A4%EB%8C%80%EB%A0%A8%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90,36.046055,129.3307708,Naver Map Search,2026-05-27 17:18:10,5등급,미인증,,0,,,0
874,고흥윤호21병원,O,#N/A (),"전라남도 고흥군 고흥읍 터미널길 16-0, (고흥읍)",061-830-7000,전남,병원/의원,17,1,0,,https://map.naver.com/v5/search/%EA%B3%A0%ED%9D%A5%EC%9C%A4%ED%98%B821%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EA%B3%A0%ED%9D%A5%EC%9C%A4%ED%98%B821%EB%B3%91%EC%9B%90,34.6066698,127.2816299,Naver Map Search,2026-05-27 17:18:10,5등급,미인증,,0,,,0
875,나눔내과의원,O,#N/A (),"전라남도 담양군 수북면 추성1로 736, (수북면)",061-381-8275,전남,병원/의원,19,1,0,,https://map.naver.com/v5/search/%EB%82%98%EB%88%94%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EB%82%98%EB%88%94%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,35.3016573,126.9319769,Naver Map Search,2026-05-27 17:18:10,5등급,미인증,,0,,,0
876,나주종합병원,O,X,"전라남도 나주시 영산로 5419, 나주종합병원",061-330-6114,전남,병원/의원,37,1,0,,https://map.naver.com/v5/search/%EB%82%98%EC%A3%BC%EC%A2%85%ED%95%A9%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EB%82%98%EC%A3%BC%EC%A2%85%ED%95%A9%EB%B3%91%EC%9B%90,35.0363159,126.7213975,Naver Map Search,2026-05-27 17:18:10,5등급,미인증,2026-03-24,1,염충호,염충호,1
877,노승현내과의원,O,#N/A (),"경기도 고양시 일산서구 중앙로 1413, (주엽동, 동영빌딩)",031-924-0875,경기,병원/의원,45,1,0,,https://map.naver.com/v5/search/%EB%85%B8%EC%8A%B9%ED%98%84%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EB%85%B8%EC%8A%B9%ED%98%84%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.6690646,126.7628048,Naver Map Search,2026-05-27 17:18:10,5등급,미인증,2026-01-29,1,노승현,노승현,1
878,다나움의원,O,#N/A (),"경기도 성남시 수정구 수정로 174, 4층 (신흥동, 효산빌딩)",031-754-7100,경기,병원/의원,31,1,0,,https://map.naver.com/v5/search/%EB%8B%A4%EB%82%98%EC%9B%80%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EB%8B%A4%EB%82%98%EC%9B%80%EC%9D%98%EC%9B%90,37.4428515,127.1393087,Naver Map Search,2026-05-27 17:18:10,5등급,미인증,,0,,,0
879,더맑은의원,O,#N/A (),"경기도 용인시 처인구 금령로 116, 301,302,502,503호 (김량장동)",031-335-0330,경기,병원/의원,23,1,0,,https://map.naver.com/v5/search/%EB%8D%94%EB%A7%91%EC%9D%80%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EB%8D%94%EB%A7%91%EC%9D%80%EC%9D%98%EC%9B%90,37.5077076,126.8852072,Naver Map Search,2026-05-27 17:18:10,5등급,미인증,,0,,,0
880,더이로운병원,O,#N/A (),"경상남도 양산시 양산대로 886, 4층~10층 (북부동)",055-785-0123,경남,병원/의원,46,1,0,,https://map.naver.com/v5/search/%EB%8D%94%EC%9D%B4%EB%A1%9C%EC%9A%B4%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EB%8D%94%EC%9D%B4%EB%A1%9C%EC%9A%B4%EB%B3%91%EC%9B%90,35.34953,129.0370093,Naver Map Search,2026-05-27 17:18:10,5등급,미인증,,0,,,0
881,덕양한방병원,O,#N/A (),"경기도 고양시 덕양구 지축로 74, 벨라미 3~4층 전체호, 5층 일부(507~518)호 (지축동)",02-371-3002,경기,병원/의원,#N/A (),1,0,,https://map.naver.com/v5/search/%EB%8D%95%EC%96%91%ED%95%9C%EB%B0%A9%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EB%8D%95%EC%96%91%ED%95%9C%EB%B0%A9%EB%B3%91%EC%9B%90,#N/A (),#N/A (),Naver Map Search,2026-05-27 17:18:10,5등급,미인증,,0,,,0
882,동인연합의원,O,#N/A (),"대전광역시 중구 중앙로121번길 37, 1,2,3,4층 (선화동)",042-242-5060,대전,병원/의원,32,1,0,,https://map.naver.com/v5/search/%EB%8F%99%EC%9D%B8%EC%97%B0%ED%95%A9%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EB%8F%99%EC%9D%B8%EC%97%B0%ED%95%A9%EC%9D%98%EC%9B%90,36.3292599,127.4223225,Naver Map Search,2026-05-27 17:18:10,5등급,미인증,,0,,,0
883,로하스요양병원,O,#N/A (),"경기도 동두천시 강변로 422, (생연동)",031-867-8275,경기,병원/의원,32,1,0,,https://map.naver.com/v5/search/%EB%A1%9C%ED%95%98%EC%8A%A4%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EB%A1%9C%ED%95%98%EC%8A%A4%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90,37.9068346,127.051072,Naver Map Search,2026-05-27 17:18:10,5등급,미인증,,0,,,0
884,맑은수내과의원,O,X,"경기도 안산시 단원구 광덕4로 220, 밀레니엄프라자 301~304, 401호 (고잔동)",031-503-5700,경기,병원/의원,60,1,0,,https://map.naver.com/v5/search/%EB%A7%91%EC%9D%80%EC%88%98%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,https://map.kakao.com/?q=%EB%A7%91%EC%9D%80%EC%88%98%EB%82%B4%EA%B3%BC%EC%9D%98%EC%9B%90,37.3145175,126.8369732,Naver Map Search,2026-05-27 17:18:10,5등급,미인증,2026-03-09,0,,좌정민,0
885,부여노인전문병원,O,#N/A (),"충청남도 부여군 규암면 반산로 39, (규암면)",041-836-1985,충남,병원/의원,16,1,0,,https://map.naver.com/v5/search/%EB%B6%80%EC%97%AC%EB%85%B8%EC%9D%B8%EC%A0%84%EB%AC%B8%EB%B3%91%EC%9B%90,https://map.kakao.com/?q=%EB%B6%80%EC%97%AC%EB%85%B8%EC%9D%B8%EC%A0%84%EB%AC%B8%EB%B3%91%EC%9B%90,36.2755974,126.8692814,Naver Map Search,2026-05-27 17:18:10,5등급,미인증,,0,,,0
